"CID","CanonicalSMILES","IUPACName","Title","MolecularFormula","MolecularWeight","XLogP","HBondDonorCount","HBondAcceptorCount"
741,"CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CCC(=O)O)O","5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-5-oxopent-3-enoic acid","Coenzyme A, glutaconyl-","C26H40N7O19P3S",879.6,-5.7,10,24
742,"C(CC(=O)O)C(C=O)N","4-amino-5-oxopentanoic acid","4-Amino-5-oxo-pentanoic acid","C5H9NO3",131.13,-3.6,2,4
743,"C(CC(=O)O)CC(=O)O","pentanedioic acid","Glutaric acid","C5H8O4",132.11,-0.300,2,4
744,"CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O","5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-5-oxopentanoic acid","5-[2-[3-[[4-[[[5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-5-oxopentanoic acid","C26H42N7O19P3S",881.6,-5.800,10,24
745,"C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N","2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid","gamma-Glutamylcysteinylglycine","C10H17N3O6S",307.33,-4.5,6,8
746,"C(CC(=O)NC(CSS)C(=O)NCC(=O)O)C(C(=O)O)N","2-amino-5-[[1-(carboxymethylamino)-3-(disulfanyl)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid","2-Amino-5-[[1-(carboxymethylamino)-3-(disulfanyl)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid","C10H17N3O6S2",339.4,-4.1,6,9
747,"C(CC(=O)NC(CSS(=O)(=O)[O-])C(=O)NCC(=O)O)C(C(=O)O)N","2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfonatosulfanylpropan-2-yl]amino]-1-hydroxy-1,5-dioxopentane","2-Amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfonatosulfanylpropan-2-yl]amino]-1-hydroxy-1,5-dioxopentane","C10H16N3O9S2-",386.4,-5.5,5,11
748,"C(CC(=O)NC(CSS(=O)(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N","2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfosulfanylpropan-2-yl]amino]-5-oxopentanoic acid","2-Amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfosulfanylpropan-2-yl]amino]-5-oxopentanoic acid","C10H17N3O9S2",387.4,-5.5,6,11
749,"C(CCNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)O)N)CN","2-amino-5-[[1-[[2-[3-(4-aminobutylamino)propylamino]-2-oxoethyl]amino]-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid","Glutathionylspermidine I","C17H34N6O5S",434.6,-5.0,8,9
750,"C(C(=O)O)N","2-aminoacetic acid","Glycine","C2H5NO2",75.07,-3.200,2,3
751,"C(C(C=O)O)O","2,3-dihydroxypropanal","Glyceraldehyde","C3H6O3",90.08,-1.6,2,3
752,"C(C(C(=O)O)O)O","2,3-dihydroxypropanoic acid","Glyceric acid","C3H6O4",106.08,-1.5,3,4
753,"C(C(CO)O)O","propane-1,2,3-triol","Glycerol","C3H8O3",92.09,-1.800,3,3
754,"C(C(COP(=O)(O)O)O)O","2,3-dihydroxypropyl dihydrogen phosphate","Glycerophosphoric acid","C3H9O6P",172.07,-2.9,4,6
755,"CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C","2-[4-(3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoylamino]acetic acid","2-[(R)-4-[(3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-Trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanamido]acetic Acid","C26H43NO6",465.6,2.9,5,6
756,"C(C=O)O","2-hydroxyacetaldehyde","Glycolaldehyde","C2H4O2",60.05,-0.9,1,2
757,"C(C(=O)O)O","2-hydroxyacetic acid","Glycolic acid","C2H4O3",76.05,-1.100,2,3
758,"CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)N)NC(=O)C)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)COP(=O)(O)OC5C(C(C(C(O5)CO)O)O)NC(=O)C)O)O)O)O)O)O)NC(=O)C)O","[6-[6-[5-acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl [3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate","[6-[6-[5-Acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl [3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate","C42H71N6O31P",1187.0,-14.0,20,31
759,"CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)N)NC(=O)C)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)COP(=O)(O)O)O)O)O)O)O)O)NC(=O)C)O","[6-[6-[5-acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl dihydrogen phosphate","[6-[6-[5-Acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl dihydrogen phosphate","C34H58N5O26P",983.8,-12.4,17,26
760,"C(=O)C(=O)O","oxaldehydic acid","Glyoxylic acid","C2H2O3",74.04,-0.3,1,3
761,"C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N","[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","","C10H14N5O8P",363.22,-4.300,6,9
762,"C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N","[[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate","","C10H16N5O14P3",523.18,-6.500,8,15
763,"C(C(=O)O)N=C(N)N","2-(diaminomethylideneamino)acetic acid","Glycocyamine","C3H7N3O2",117.11,-1.6,3,3
764,"C1=NC2=C(N1)C(=O)N=C(N2)N","2-amino-3,7-dihydropurin-6-one","","C5H5N5O",151.13,-1.000,3,2
765,"C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N","2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one","CID 765","C10H13N5O5",283.24,-2.700,5,6
766,"C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)NC(=NC2=O)N","[5-(2-amino-6-oxo-3H-purin-9-yl)-4-hydroxy-2-[[hydroxy(phosphonooxy)phosphoryl]oxymethyl]oxolan-3-yl] phosphono hydrogen phosphate","","C10H17N5O17P4",603.16,-7.7,9,18
767,"C(=O)(O)O","carbonic acid","Carbonic acid","CH2O3",62.025,-0.1,2,3
768,"C#N","formonitrile","Hydrogen cyanide","CHN",27.025,0.1,0,1
769,"C(=O)(O)[O-]","hydrogen carbonate","Bicarbonate","CHO3-",61.017,0.5,1,3
770,"CC1C2C=C3C(C(C([N-]3)C=C4C(C(C(=CC5=C(C(C(=CC(C1C(CCC=C(C)CCC=C(C)CCC=C(C)C)O)[N-]2)[N-]5)C)C=C)[N-]4)C)CCC(=O)O)CCC(=O)O)C.[Fe]","3-[18-(2-carboxyethyl)-13-ethenyl-8-(1-hydroxy-5,9,13-trimethyltetradeca-4,8,12-trienyl)-3,7,12,17-tetramethyl-1,2,3,6,7,8,9,12,17,18-decahydroporphyrin-21,22,23,24-tetraid-2-yl]propanoic acid;iron","","C49H68FeN4O5-4",848.9,"",3,9
771,"CC1C2C=C3C(C(C(N3)C=C4C(C(C(=CC5=C(C(C(=CC(C1C(CCC=C(C)CCC=C(C)CCC=C(C)C)O)N2)N5)C)C=C)N4)C)CCC(=O)O)CCC(=O)O)C","3-[18-(2-carboxyethyl)-13-ethenyl-8-(1-hydroxy-5,9,13-trimethyltetradeca-4,8,12-trienyl)-3,7,12,17-tetramethyl-1,2,3,6,7,8,9,12,17,18,21,22,23,24-tetradecahydroporphyrin-2-yl]propanoic acid","3-[18-(2-Carboxyethyl)-13-ethenyl-8-(1-hydroxy-5,9,13-trimethyltetradeca-4,8,12-trienyl)-3,7,12,17-tetramethyl-1,2,3,6,7,8,9,12,17,18,21,22,23,24-tetradecahydroporphyrin-2-yl]propanoic acid","C49H72N4O5",797.1,6.9,7,9
772,"CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O","6-[6-[6-[5-acetamido-4,6-dihydroxy-2-(sulfooxymethyl)oxan-3-yl]oxy-2-carboxy-4-hydroxy-5-sulfooxyoxan-3-yl]oxy-2-(hydroxymethyl)-5-(sulfoamino)-4-sulfooxyoxan-3-yl]oxy-3,4-dihydroxy-5-sulfooxyoxane-2-carboxylic acid","Enoxaparin","C26H42N2O37S5",1134.9,-10.8,15,38
773,"C1=C(NC=N1)CC(C(=O)O)N","2-amino-3-(1H-imidazol-5-yl)propanoic acid","DL-Histidine","C6H9N3O2",155.15,-3.2,3,4
774,"C1=C(NC=N1)CCN","2-(1H-imidazol-5-yl)ethanamine","Histamine","C5H9N3",111.15,-0.700,2,2
775,"C1=C(NC=N1)CC(C=O)N","2-amino-3-(1H-imidazol-5-yl)propanal","1H-Imidazole-5-propanal, alpha-amino-","C6H9N3O",139.16,-1.0,2,3
776,"C1=C(NC=N1)CC(CO)N","2-amino-3-(1H-imidazol-5-yl)propan-1-ol","Histidinol","C6H11N3O",141.17,-1.2,3,3
777,"CC1=NC=C(C(=N1)N)CO","(4-amino-2-methylpyrimidin-5-yl)methanol","4-Amino-5-hydroxymethyl-2-methylpyrimidine","C6H9N3O",139.16,-0.1,2,4
778,"C(CS)C(C(=O)O)N","2-amino-4-sulfanylbutanoic acid","DL-Homocysteine","C4H9NO2S",135.19,-3.400,3,4
779,"C(CO)C(C(=O)O)N","2-amino-4-hydroxybutanoic acid","DL-Homoserine","C4H9NO3",119.12,-4.400,3,4
780,"C1=CC(=C(C=C1O)CC(=O)O)O","2-(2,5-dihydroxyphenyl)acetic acid","Homogentisic acid","C8H8O4",168.15,0.500,3,4
781,"C(#N)S","thiocyanic acid","Thiocyanic acid","CHNS",59.09,0.6,1,2
782,"C(CC(=O)O)C1C(=O)NC(=O)N1","3-(2,5-dioxoimidazolidin-4-yl)propanoic acid","3-(2,5-Dioxoimidazolidin-4-yl)propanoic acid","C6H8N2O4",172.14,-1.2,3,4
783,"[HH]","molecular hydrogen","Hydrogen","H2",2.016,0.000,0,0
784,"OO","hydrogen peroxide","Hydrogen peroxide","H2O2",34.015,-0.9,2,2
785,"C1=CC(=CC=C1O)O","benzene-1,4-diol","Hydroquinone","C6H6O2",110.11,0.600,2,2
786,"CC(=CCOP(=O)(O)OP(=O)(O)O)CO","(4-hydroxy-3-methylbut-2-enyl) phosphono hydrogen phosphate","(4-Hydroxy-3-methylbut-2-enyl) phosphono hydrogen phosphate","C5H12O8P2",262.09,-2.4,4,8
787,"NO","hydroxylamine","Hydroxylamine","H3NO",33.030,-1.2,2,2
788,"C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O","3-[5-[[3-(2-carboxyethyl)-5-[[3-(2-carboxyethyl)-5-[[3-(2-carboxyethyl)-4-(carboxymethyl)-5-(hydroxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-3-yl]propanoic acid","Hydroxymethylbilane","C40H46N4O17",854.8,-0.9,13,17
789,"C(CS(=O)=O)N","2-hydrosulfonylethanamine","","C2H7NO2S",109.15,-1.4,2,3
790,"C1=NC2=C(N1)C(=O)N=CN2","3,7-dihydropurin-6-one","CID 790","C5H4N4O",136.11,-1.100,2,2
791,"CCC(C)C(C(=O)O)N","2-amino-3-methylpentanoic acid","DL-Isoleucine","C6H13NO2",131.17,-1.700,2,3
792,"C1=C(NC=N1)CC(=O)COP(=O)(O)O","[3-(1H-imidazol-5-yl)-2-oxopropyl] dihydrogen phosphate","3-(Imidazol-4-yl)-2-oxopropyl dihydrogen phosphate","C6H9N2O5P",220.12,-2.0,3,6
793,"C1=C(NC=N1)CC(C(=O)O)O","2-hydroxy-3-(1H-imidazol-5-yl)propanoic acid","2-hydroxy-3-(1H-imidazol-5-yl)propanoic acid","C6H8N2O3",156.14,-0.7,3,4
794,"C1=C(NC=N1)CC(=O)C(=O)O","3-(1H-imidazol-5-yl)-2-oxopropanoic acid","3-(1H-imidazol-5-yl)-2-oxopropanoic acid","C6H6N2O3",154.12,-0.6,2,4
795,"C1=CN=CN1","1H-imidazole","Imidazole","C3H4N2",68.08,-0.100,1,1
796,"C(C(=N)C(=O)O)C(=O)O","2-iminobutanedioic acid","Iminoaspartic acid","C4H5NO4",131.09,-0.5,3,5
797,"C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O","[3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate","","C10H13N4O8P",348.21,-3.700,5,9
798,"C1=CC=C2C(=C1)C=CN2","1H-indole","Indole","C8H7N",117.15,2.100,1,0
799,"C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O","[2,3-dihydroxy-3-(1H-indol-3-yl)propyl] dihydrogen phosphate","1-C-(Indol-3-yl)glycerol 3-phosphate","C11H14NO6P",287.21,-1.200,5,6
800,"C1=CC=C2C(=C1)C(=CN2)CC=O","2-(1H-indol-3-yl)acetaldehyde","2-(1H-indol-3-yl)acetaldehyde","C10H9NO",159.18,1.300,1,1
801,"C1=CC=C2C(=C1)C(=CN2)CC(=O)[O-]","2-(1H-indol-3-yl)acetate","Indole-3-acetate","C10H8NO2-",174.18,2.100,1,2
802,"C1=CC=C2C(=C1)C(=CN2)CC(=O)O","2-(1H-indol-3-yl)acetic acid","Indole-3-acetic acid","C10H9NO2",175.18,1.400,2,2
803,"C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O","3-(1H-indol-3-yl)-2-oxopropanoic acid","Indole-3-pyruvic acid","C11H9NO3",203.19,1.300,2,3
804,"C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O","9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one","","C10H12N4O5",268.23,-2.100,4,6
805,"C1(C(C(C(C(C1OP(=O)(O)O)O)O)OP(=O)(O)O)O)O","(2,3,5,6-tetrahydroxy-4-phosphonooxycyclohexyl) dihydrogen phosphate","(2,3,5,6-Tetrahydroxy-4-phosphonooxycyclohexyl) dihydrogen phosphate","C6H14O12P2",340.12,-5.9,8,12
806,"C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O","(2,3,5-trihydroxy-4,6-diphosphonooxycyclohexyl) dihydrogen phosphate","(2,3,5-Trihydroxy-4,6-diphosphonooxycyclohexyl) dihydrogen phosphate","C6H15O15P3",420.10,-7.0,9,15
807,"II","molecular iodine","Iodine","I2",253.8089,1.7,0,0
808,"CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylpropanethioate","Isobutyryl-CoA (unspecified stereochemistry)","C25H42N7O17P3S",837.6,-4.600,9,22
809,"C=C(C(=O)O)OC1C=CC=C(C1O)C(=O)O","5-(1-carboxyethenoxy)-6-hydroxycyclohexa-1,3-diene-1-carboxylic acid","6-Hydroxy-5-(3-hydroxy-3-oxoprop-1-en-2-yl)oxycyclohexa-1,3-diene-1-carboxylic acid","C10H10O6",226.18,0.8,3,6
810,"CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-methylbutanethioate","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-methylbutanethioate","C26H44N7O17P3S",851.7,-4.300,9,22
811,"C=C(CC(=O)O)C(=O)O","2-methylidenebutanedioic acid","Itaconic acid","C5H6O4",130.10,-0.1,2,4
812,"C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O","[[3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate","","C10H15N4O14P3",508.17,-5.900,7,15
813,"[K+]","potassium(1+)","Potassium ion","K+",39.0983,"",0,0
814,"[KH]","potassium hydride","","HK",40.1063,"",0,0
815,"C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N","2-(aminomethyl)-6-[4,6-diamino-3-[4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol","Kanamycin A monosulfate","C18H36N4O11",484.5,-6.9,11,15
816,"C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)N)N","5-amino-2-(aminomethyl)-6-[4,6-diamino-3-[4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4-diol","Becanamycin","C18H37N5O10",483.5,-7.2,11,15
817,"C(C(C(C(C(CO)O)O)O)O)C(=O)C(=O)O","4,5,6,7,8-pentahydroxy-2-oxooctanoic acid","4,5,6,7,8-Pentahydroxy-2-oxooctanoic acid","C8H14O8",238.19,-3.6,6,8
818,"C(C(C(C(C(COP(=O)(O)O)O)O)O)O)C(=O)C(=O)O","4,5,6,7-tetrahydroxy-2-oxo-8-phosphonooxyoctanoic acid","4,5,6,7-Tetrahydroxy-2-oxo-8-phosphonooxyoctanoic acid","C8H15O11P",318.17,-4.6,7,11
819,"CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O","6-(1,2-dihydroxyethyl)-4,5-dihydroxy-2-[[6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]oxane-2-carboxylic acid","6-(1,2-Dihydroxyethyl)-4,5-dihydroxy-2-[[6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]oxane-2-carboxylic acid","C76H142N2O30P2",1625.9,12.5,16,30
820,"CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O","2-[2-carboxy-6-(1,2-dihydroxyethyl)-2-[[5-(3-dodecanoyloxytetradecanoylamino)-6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]-5-hydroxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid","2-[2-Carboxy-6-(1,2-dihydroxyethyl)-2-[[5-(3-dodecanoyloxytetradecanoylamino)-6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]-5-hydroxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid","C96H176N2O38P2",2028.4,15.9,19,38
821,"CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)(O)O)COC2(CC(C(C(O2)C(CO)O)O)OC3(CC(C(C(O3)C(CO)O)O)O)C(=O)O)C(=O)O)OCC4C(C(C(C(O4)OP(=O)(O)OP(=O)(O)O)NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC","2-[2-carboxy-6-(1,2-dihydroxyethyl)-2-[[5-(3-dodecanoyloxytetradecanoylamino)-6-[[3-hydroxy-6-[hydroxy(phosphonooxy)phosphoryl]oxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)oxan-2-yl]methoxy]-3-phosphonooxy-4-(3-tetradecanoyloxytetradecanoyloxy)oxan-2-yl]methoxy]-5-hydroxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid","2-[2-Carboxy-6-(1,2-dihydroxyethyl)-2-[[5-(3-dodecanoyloxytetradecanoylamino)-6-[[3-hydroxy-6-[hydroxy(phosphonooxy)phosphoryl]oxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)oxan-2-yl]methoxy]-3-phosphonooxy-4-(3-tetradecanoyloxytetradecanoyloxy)oxan-2-yl]methoxy]-5-hydroxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid","C110H203N2O42P3",2318.7,21.6,19,42
822,"CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O","2-[6-carboxy-2-(1,2-dihydroxyethyl)-4-hydroxy-6-[[6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]oxan-3-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid","2-[6-Carboxy-2-(1,2-dihydroxyethyl)-4-hydroxy-6-[[6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]oxan-3-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid","C84H154N2O37P2",1846.1,10.1,20,37
823,"C[N+](C)(C)CCOP(=O)(O)OCC(CO)O","2-[2,3-dihydroxypropoxy(hydroxy)phosphoryl]oxyethyl-trimethylazanium","Choline alfoscerate;L-alpha-GPC;L-alpha-Lecithin","C8H21NO6P+",258.23,-2.3,3,6
824,"CCCC(C(=O)O)N","2-aminopentanoic acid","DL-Norvaline","C5H11NO2",117.15,-2.100,2,3
825,"C1C(CNC1C(=O)O)O","4-hydroxypyrrolidine-2-carboxylic acid","4-Hydroxyproline","C5H9NO3",131.13,-3.3,3,4
