"Source Name","Live Substance Count","On-Hold Substance Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Update"
"IUPHAR/BPS Guide to PHARMACOLOGY",11145,"","Curation Efforts, Research and Development","https://www.guidetopharmacology.org/","IUPHAR-DB","International Union of Basic and Clinical Pharmacology","Simon Harding","Centre for Discovery Brain Sciences, School of Biomedical Sciences, Hugh Robson Building, George Squ","Edinburgh","Midlothian","EH8 9XD","United Kingdom","2021/12/14"
"J&W PharmLab",17797,"","Chemical Vendors","http://www.jwpharmlab.com",24728,"J&W PharmLab, LLC","Warren Jiang","3930 Nebraska Ave, Suite A","Levittown","Pennsylvania",19056,"United States","2021/06/10"
"Jackson Lab, Gurdon Institute, University of Cambridge",50,"","Research and Development","https://www.stevejacksonlab.org/",11820,"Gurdon Institute, Steve P. Jackson Laboratory","Stephen Jackson","Tennis Court Road","Cambridge","","CB21QN","United Kingdom","2015/10/20"
"Jamson Pharmachem Technology",5257,"","Chemical Vendors, Legacy Depositors","http://www.jspchem.com","Jamson Pharmachem Technology","Jamson Pharmachem Technology","Mona Zhou","Room 301-2, Hang Seng Wanchai Building, 3rd Floor,","HONGKONG","shanghai",200000,"China","2011/12/31"
"Japan Chemical Substance Dictionary (Nikkaji)",3477089,"","Governmental Organizations","https://jglobal.jst.go.jp/en/",11834,"The Japan Science and Technology Agency (JST)","Yuka Tateisi","5-3, Yonbancho","Chiyoda-ku","Tokyo",102-0081,"Japan","2021/10/01"
"Japan Material Technologies Corporation",9,"","Chemical Vendors","https://www.jmtc.co.jp/en/",23647,"Japan Material Technologies Corporation","Hirotaka OOI","8-17-5 Ginza","Chuou-ku","Tokyo",104-0061,"Japan","2021/01/08"
"Jaspars Lab, Marine Biodiscovery Centre, Aberdeen University",3,"","Research and Development","https://abdn.pure.elsevier.com/en/equipments/marine-biodiscovery-centre",24790,"University of Aberdeen","Marcel Jaspars","University of Aberdeen King's College","Aberdeen","Aberdeenshire","AB24 3FX","United Kingdom","2021/07/02"
"Johns Hopkins Ion Channel Center",140,"","Legacy Depositors, NIH Initiatives","http://www.jhicc.org","Johns Hopkins Ion Channel Center","Johns Hopkins Ion Channel Center","Alison Neal","733 N Broadway, BRB 372","Baltimore","MD",21205,"United States","2012/03/28"
"Joseph Lab, Department of Biotechnology, University of Calicut",1,"","Legacy Depositors, Research and Development","http://www.universityofcalicut.info/index.php?option=com_content&task=view&id=2112&Itemid=246",10604,"Department of Biotechnology, University of Calicut","Sanith Cheriyamundath","Calicut university P.O","Malappuram","Kerala",673635,"India","2015/04/13"
"Junyuan Petroleum Group",6,"","Chemical Vendors","http://www.junyuanpetroleumgroup.com",25021,"Junyuan Petroleum Group","David Zhang","#117, Guyangqing Rd. Guangrao County","Dongying","Shandong",257000,"China","2021/11/13"
"KCS Online",1938,"","Chemical Vendors, Legacy Depositors","http://www.kcs-online.com",15718,"Kinentia Biosciences LLC","David Fairfax","7 University Place","Rensselaer","NY",12144,"United States","2019/02/16"
"KEGG",41103,"","Curation Efforts, Research and Development","https://www.genome.jp/kegg/kegg2.html","KEGG","Kyoto University Bioinformatics Center","Minoru Kanehisa","Kyoto University","Kyoto","","","Japan","2020/08/24"
"Keith Lab, Institute of Cancer Science, University of Glasgow",6048,"","Research and Development","https://www.gla.ac.uk/researchinstitutes/cancersciences/research/units/experimentaltherapeutics/nkeith/",15378,"University of Glasgow","Nicol Keith","Wolfson Wohl Cancer Research Centre, Garscube Estate, Switchback Road","Glasgow","","G61 1QH","United Kingdom","2017/10/19"
"Kerry Masterson, UC Davis",1,"","Research and Development","https://chemistry.ucdavis.edu/",8555,"Independent","Kerry Masterson","2101 Morton Way","Antioch","Ca",94509,"United States","2014/12/17"
"Key Organics/BIONET",274822,"","Chemical Vendors","https://www.keyorganics.net/",4390,"Key Organics Ltd","Gary Lyons","Highfield Road Industrial Estate","Camelford","Cornwall","PL329RA","United Kingdom","2022/02/04"
"Kinasechem LTD",2,"","Chemical Vendors, Legacy Depositors","http://www.kinasechem.com",1127,"Kinasechem Ltd","Stephen Hamill","B1 BUSINESS CENTER, SUITE 206 DAVYFIELD ROAD","BLACKBURN","Lancashire","BB1 2QY","United Kingdom","2013/08/05"
"King Scientific",172045,"","Chemical Vendors, Legacy Depositors","http://www.kingscientific.com",1137,"King Scientific","David Vanderwaag","1301 6th Ave.","Seattle","WA",98101,"United States","2017/10/13"
"Kingston Chemistry",19584,"","Chemical Vendors, Legacy Depositors","http://www.kingstonchem.com","Kingston Chemistry","Kingston Chemistry","Steve Johnson","178 Bridgeview Ave","Verona","NJ",07044,"United States","2010/12/17"
"Krishnasamy Nithya, Chinnasamy Muthukumar, Dhanasekaran Dharumadurai",5,"","Legacy Depositors, Research and Development","http://www.bdu.ac.in",1304,"Bharathidasan University","Dharamadurai Dhanasekaran","Palkalaiperur","Tiruchirappalli","TamilNadu",620024,"India","2016/08/25"
"KU Outreach Library, The University of Kansas",5634,"","Legacy Depositors, NIH Initiatives, Research and Development","http://cmld.ku.edu/outreach",1174,"The University of Kansas / CMLD","Patrick Porubsky","2034 Becker Drive","Lawrence","Kansas",66047,"United States","2014/01/08"
"KUMGM",5420,"","Legacy Depositors, NIH Initiatives","http://scc.ku.edu/","KUMGM","University of Kansas Molecular Graphics & Modeling Laboratory","Gerald Lushington","1251 Wescoe Hall Dr.","Lawrence","KS",66045,"United States","2009/09/14"
"KunShan HS Chemicals Co., Ltd.",23,"","Chemical Vendors, Legacy Depositors","http://www.hschemicals.com/index.php",2329,"KunShan HS Chemicals Co., Ltd.","jason zhou","NO.530 of Kuntai Road, Kunshan City, Jiangsu province.","Kunshan City","Jiangsu province",215337,"China","2014/04/15"
"Lab CT",1,"","Research and Development","http://www.labct.it/it/",15523,"Laboratorio Farmaceutico C.T. srl","Roberto Cacciaglia","Via Dante Alighieri, 71","Sanremo","Imperia",18038,"Italy","2017/03/28"
"LabNetwork, a WuXi AppTec Company",798869,"","Chemical Vendors","https://www.labnetwork.com/frontend-app/p/",15763,"LabNetwork, A WuXi AppTec Company","John Shirley","55 Cambridge Parkway, 8th Floor","Cambridge","MA",02142,"United States","2018/07/07"
"Laboratorio de Genomica e Expressao (LGE), UNICAMP",118,"","Research and Development","http://lge.ibi.unicamp.br/",20989,"Laboratorio de Genomica e Expressao","Mario Barsottini","Rua Carl Von Linaeus, Cidade Universitaria","Campinas","Sao Paulo",13083-970,"Brazil","2019/01/15"
"Laboratory of Environmental Genomics, Carolina Center for Computational Toxicology, University of North Carolina at Chapel Hill",14,"","Legacy Depositors, Research and Development","http://comptox.unc.edu","Laboratory of Environmental Genomics, Carolina Center for Computational Toxicology, University of North Carolina at Chapel Hill","University of North Carolina","Ivan Rusyn","0031 MHRC","Chapel Hill","NC",27599,"United States","2009/09/14"
"labseeker",56323,"","Chemical Vendors","http://www.labseeker.com",1227,"labseeker Inc","Linda Liu","No.2356 changan road,wujiang,suzhou,jiangsu","suzhou","jiangsu",215200,"China","2017/04/25"
"Lan Pharmatech",83301,"","Chemical Vendors","http://www.lanpharmatech.com",23699,"Lan Pharmatech Ltd.","Dianna Xu","5F, Building 1, 333th Hezuo Road","Chengdu","Sichuan",610000,"China","2021/07/12"
"Lancrix Chemicals",159,"","Chemical Vendors","https://www.lancrix.com/",4492,"Lancrix Chemicals","Lily Xu","88 Sibao Road","Shanghai","Shanghai",201601,"China","2014/11/29"
"Latoxan",3,"","Chemical Vendors","https://www.latoxan.com/",23243,"LATOXAN","Hugues Baeza","845, Avenue Pierre Brossolette","Portes-les-Valence","",26800,"France","2020/02/20"
"LeadScope",173358,"","Legacy Depositors, Subscription Services","http://www.leadscope.com","LeadScope","LeadScope","Kevin Cross","1393 Dublin Road","Columbus","OH",43215-1084,"United States","2008/07/11"
"LEAPCHEM",24721,"","Chemical Vendors","http://www.leapchem.com",24554,"LEAP CHEM Co., Ltd.","David Zhang","EASEY COMM BLDG 253-261 HENNESSY ROAD","Hong Kong","","","China","2021/02/03"
"LEO BIOCHEM",441,"","Chemical Vendors","http://www.leobiochem.com/en/col.jsp?id=104",15541,"LEO BIOCHEM","Yvonne Lee","Room 501, Building 10, No.36 Chaofeng East Road","Hangzhou","Zhejiang",311100,"China","2017/08/09"
"Lewis Laboratory, University of Nebraska Medical Center",14305,"","Research and Development","https://www.unmc.edu/eppley/lewislab/",22084,"University of Nebraska Medical Center","Robert Lewis","987696 Nebraska Medical Center","Omaha","NE",68198,"United States","2018/05/23"
"LGC Standards",18255,"","Chemical Vendors","https://www.lgcstandards.com",15699,"LGC GmbH","Erhard Dreiseidler","Im Biotechnologiepark, TGZ II","Luckenwalde","",14943,"Germany","2022/01/24"
"Life Chemicals",1279752,"","Chemical Vendors","https://lifechemicals.com/",1186,"Life Chemicals","Alexandra Yemets","1A Dixie Avenue","Niagara-on-the-Lake","Ontario","L0S 1J0","Canada","2021/02/24"
"Life Technologies, Applied Biosystems, Ambion",64752,"","siRNA Reagent Vendors","http://www.thermofisher.com/sirna",1019,"Life Technologies","Ayaz Majid","2130 Woodward Street","Austin","TX",78744,"United States","2014/03/02"
"LIPID MAPS",43399,"","Curation Efforts, Research and Development","https://lipidmaps.org/","LipidMAPS","Cardiff University School of Medicine","Caroline Jeffs","Cardiff University, Heath Park","Cardiff","Wales","CF14 4XN","United Kingdom","2020/09/25"
"LipidEv",1,"","Chemical Vendors","https://www.lipidev.com",24815,"LipidEv Ltd","Matthew James","LipidEv Ltd, The Gateway, Thames Valley Science Park, Shinfield","Reading","","RG29LH","United Kingdom","2021/09/16"
"Liu Zhi-Jie Lab, Molecular Imaging Department, iHuman Institute, ShanghaiTech University",1,"","Governmental Organizations","http://liulab.ihuman.shanghaitech.edu.cn",24659,"iHuman Institute, ShanghaiTech University","Marina Larionova","Ren Building, 393 Middle Huaxia Road, Pudong","Shanghai","",201210,"China","2021/04/15"
"LKT Labs",193,"","Chemical Vendors","https://lktlabs.com",24809,"LKT Laboratories, Inc","Luke Lam","545 Phalen Blvd","St. Paul","MN",55130,"United States","2021/12/01"
"Lorad Chemical Corporation",11,"","Chemical Vendors","https://loradchemical.com/",15703,"Lorad Chemical Corporation","Rade Bunijevac","1200 19th Street North","St. Petersburg","Florida",33713,"United States","2018/05/10"
"Luminescence Technology Corp. (Lumtec)",1573,"","Chemical Vendors","http://www.lumtec.com.tw/",11986,"Luminescence Technology Corp.","Thetis Wang","2F, No. 17, R&D 2nd Road","Hsin-Chu City","",30076,"Taiwan","2016/04/18"
"M4K Pharma",1,"","Research and Development","https://m4kpharma.com/",22145,"M4K Pharma","Jeff OMeara","101 College St.","Toronto","Ontario","M5G 1L7","Canada","2018/07/25"
"MassBank Europe",16892,"","Research and Development","https://massbank.eu/MassBank/",23999,"MassBank Europe","MassBank Europe","Permoserstrasse 15","Leipzig","","D-04318","Germany","2022/01/25"
"MassBank of North America (MoNA)",284333,"","Research and Development","https://mona.fiehnlab.ucdavis.edu/",22043,"MassBank of North America","Gert Wohlgemuth","451 East Health Science Drive","Davis","CA",95618,"United States","2022/01/09"
"Matreya LLC",1,"","Chemical Vendors","https://www.matreya.com/",20917,"Matreya LLC","Jonah Thornton","2178 High Tech Road","State College","Pennsylvania",16803,"United States","2018/01/10"
"Matrix Scientific",200461,"","Chemical Vendors","http://www.matrixscientific.com",23882,"Matrix Scientific","Al Montgomery","131 Pontiac Business Center Dr.","Elgin","SC",29045,"United States","2020/08/10"
"Maxim A. Dubinnyi, IBCH RAS",1,"","Legacy Depositors, Research and Development","https://www.ibch.ru/en/structure/groups/nmr/426",860,"Institute of bioorganic chemistry","Maxim Dubinnyi","GSP-7, Ul. Miklukho-Maklaya, 16/10","Moscow","Moscow region",117597,"Russia","2012/08/02"
"McMaster CMCB",366,"","Research and Development","http://iidr.mcmaster.ca/cmcb/",12078,"McMaster CMCB","Fazmin Nizam","1200 Main Street West","Hamilton","Ontario","","Canada","2016/05/17"
"Mcule",6034374,"","Chemical Vendors","https://mcule.com",1202,"mcule.com Kft.","Mark Sandor","Fehervari ut 130.","Budapest","Budapest",1116,"Hungary","2015/10/22"
"MedChemexpress MCE",23711,"","Chemical Vendors","https://www.medchemexpress.com/",959,"MedChemExpress LLC","James Gao","18 Wilkinson Way, Princeton, NJ 08540, USA","New Jersey","Princeton",08540,"United States","2020/09/02"
"Meena Lab, CSIR-Central Salt & Marine Chemicals Research Institute",3,"","Governmental Organizations","https://www.csmcri.res.in/node/4299",24046,"CSIR-Central Salt and Marine Chemicals Research Institute","Ramavatar Meena","G B Marg, Waghawadi Road","Bhavnagar","Gujarat",364002,"India","2020/05/26"
"Megazyme",88,"","Chemical Vendors","https://www.megazyme.com/",4371,"Megazyme International","Edel Woods","I.D.A. BUSINESS PARK, Southern Cross Road","Bray","Co. Wicklow","A98 YV29","Ireland","2014/06/16"
"Meiler Lab, Vanderbilt University",11585,"","Research and Development","http://www.meilerlab.org",1043,"Vanderbilt University","Jens Meiler","MRBIII, Room 5144 B, 465 21st Ave ","Nashville","TN",37232,"United States","2016/03/07"
"MetabolomicsWorkbench",79531,"","NIH Initiatives","https://www.metabolomicsworkbench.org/",12016,"UCSD","Shankar Subramaniam","9500 Gilman Drive","La Jolla","CA",92093,"United States","2020/01/07"
"MetonChem small molecules for drug research",117,"","Chemical Vendors, Legacy Depositors","http://www.metonchem.com/",15220,"MetonChem LLC","Rosie Liu","No.666 GaoXin Avenue, East Lake High-tech Development Zone","Wuhan","Hubei",430074,"China","2018/11/01"
"Meyer Lab, Department of Chemical and Systems Biology, Stanford University",20968,"","Research and Development","https://meyerlab.stanford.edu/",23460,"Department of Chemical and Systems Biology, Stanford University","Tobias Meyer","318 West Campus Drive, Clark Center, W200","Stanford","CA",94305,"United States","2019/04/15"
"MIC Scientific",835,"","Chemical Vendors, Legacy Depositors","http://www.michemical.com/","MIC Scientific","MIC Scientific Ltd.","Chinaus Zhang","4-903 SBI Bldg.12, Dongxin Road East Lake Hi-tech Development Zone","Wuhan","Hubei",430074,"China","2010/03/24"
"MicroCombiChem GmbH",1094,"","Chemical Vendors","http://www.microcombichem.de",23273,"MicroCombiChem GmbH","Anette Klinger","Rheingaustrasse 190-196, E258","Wiesbaden","Hesse",65203,"Germany","2020/10/09"
"Milbrandt Lab, Department of Genetics, Washington University School of Medicine",3192,"","Research and Development","http://milbrandt.wustl.edu/",24386,"Department of Genetics, Washington University School of Medicine","Xianrong Mao","660 S Euclid Ave","St Louis","MO",63110,"United States","2020/10/08"
"Milestone Pharmtech USA Inc.",1545,"","Chemical Vendors","http://www.milestonepharmtech.com",12101,"Milestone Pharmtech USA Inc.","Yi Zhang","100 Jersey Ave, Suite A103","New  Brunswick","NJ",08901,"United States","2016/04/19"
"Milliken-SiVance",1,"","Chemical Vendors","http://chemical.milliken.com/categories/speciality-silicones",23732,"SiVance, LLC","Jeff Jones","920 Milliken Road","Spartanburg","SC",29303,"United States","2019/11/27"
"Milwaukee Institute for Drug Discovery",18007,"","Legacy Depositors, Research and Development","https://uwm.edu/drug-discovery/",1102,"University of Wisconsin-Milwaukee","David Frick","3210 N. Cramer St.","Milwaukee","WI",53211,"United States","2014/01/10"
"Mittal Dhatu Rashayan Udyog",8,"","Chemical Vendors","http://www.rashayan.com",23918,"Mittal Enterprises","Chandra Prakash Mittal","E-81 (A) INDRAPRASTHA IND AREA","KOTA","RAJASTHAN",324005,"India","2020/01/27"
"MLSMR",440101,"","Governmental Organizations, NIH Initiatives","https://commonfund.nih.gov/molecularlibraries/index","MLSMR","NIH Common Fund's Molecular Libraries and Imaging Program","MLP Contact","National Institutes of Health, 9000 Rockville Pike","Bethesda","MD",20892,"United States","2015/06/04"
"MolCore BioPharmatech",308422,"","Chemical Vendors","https://www.molcore.com/",11975,"Hangzhou Molcore Biopharmatech Co.,Ltd","Mol Core","Joinhands Sci Park No.4028 Nanhuan RD","Hangzhou","Zhejiang",310053,"China","2021/11/16"
"Molecular Imaging and Contrast Agent Database (MICAD)",496,"","Curation Efforts, Governmental Organizations","https://www.ncbi.nlm.nih.gov/books/NBK5330/","MICAD","NIH Roadmap, National Institutes of Health","Anne Menkens","8600 Rockville Pike","Bethesda","MD",20894,"United States","2015/06/29"
"Molecular Imaging Database (MOLI)",1951,"","Curation Efforts, Legacy Depositors, Research and Development","https://www.ncbi.nlm.nih.gov/books/NBK5330/","MOLI","NIH Roadmap, National Institutes of Health","Anne Menkens","NIH","Rockville","MD",20892,"United States","2005/05/31"
"Molecular Libraries Program, Specialized Chemistry Center, University of Kansas",6840,"","NIH Initiatives","https://scc.ku.edu/","Molecular Libraries Program, Specialized Chemistry Center, University of Kansas","The University of Kansas","David Hill","2121 Simons Drive","Lawrence","KS",66047,"United States","2015/05/16"
"Molepedia",51682,"","Chemical Vendors, Legacy Depositors","http://www.molepedia.com/",11836,"Molepedia Co., Ltd.","Queena Zhang","Unit 555, 3111 West Huancheng Rd. Fengxian District","Shanghai","","","China","2016/04/27"
"MolMall",15290,"","Chemical Vendors","http://www.molmall.net/what-makes-us-different.html",21002,"MolMall","Benoit Turin","Route de Denges 28C","Lonay","VD","CH-1027","Switzerland","2018/04/05"
"MolPort",4717507,"","Chemical Vendors","https://www.molport.com/","MolPort","MolPort","Imants Zudans","Smerla iela 3","Riga","Riga","LV-1006","Latvia","2022/01/11"
"Motorpharma Ltd.",3,"","Chemical Vendors","https://motorpharma.com/",15736,"Motorpharma Ltd.","Anna Rauscher","Szilagyi E. fasor 27. V/1.","Budapest","","H-1026","Hungary","2021/02/17"
"MP Biomedicals",19777,"","Chemical Vendors, Legacy Depositors","http://www.mpbio.com","MP Biomedicals","MP Biomedicals","Xiaojun Ji","29525 Fountain Pkwy","Solon","OH",44139,"United States","2009/08/08"
"Mrinalini Singh, Department of Botany, Nirmala College",1,"","Legacy Depositors, Research and Development","",1214,"nirmala college","Mrinalini Singh","Red fields, Coimbatore","Coimbatore","Non-US/Can",641018,"India","2014/09/26"
"MSU Solanum Trichome Project",67,"","Research and Development","https://trichome.natsci.msu.edu/",10668,"Michigan State University","Anthony Schilmiller","603 Wilson Rd","East Lansing","MI",48824,"United States","2020/05/22"
"MTDP",106487,"","Governmental Organizations, Legacy Depositors","https://home.ncifcrf.gov/mtdp/Catalog/catalog.html","MTDP","MTDP, CCR, NCI","John Beutler","BLDG 560-15 NCI at Frederick","Frederick","MD",21702,"United States","2007/08/14"
"MuseChem",384100,"","Chemical Vendors","https://www.musechem.com",15694,"MuseChem - Division of ArrakisTek Inc","Felix Hobart","277 Fairfield Road, Suite 334","Fairfield","New Jersey",07004,"United States","2022/02/07"
"Mutabilis",1,"","Research and Development","https://mutabilis.fr/",14165,"Mutabilis","Damien Bonnard","102 avenue Gaston Roussel","Romainville","","","France","2016/06/13"
"Nangia Group, Syracuse University",2,"","Chemical Vendors","https://multiscale.syr.edu/",15670,"Syracuse University","Huilin Ma","900 South Crouse Ave","Syracuse","New York",13210,"United States","2017/09/07"
"Nanjing Kaiyuan Biochemical Engineering Co.,Ltd.",7,"","Chemical Vendors, Legacy Depositors","http://www.chinabio-chem.com/",10713,"Nanjing Kaiyuan Biochemical Engineering Co.,Ltd.","Yu Ronghua","No.30 South Puzhu Road","Nanjing","Jiangsu",211816,"China","2015/06/02"
"NanJing LISKON Biological Technology Co.,ltd",3,"","Chemical Vendors","https://liskonchem.com",23470,"NanJing LISKON Biological Technology Co.,ltd","Sam Lv","No. 126, Middle Tianyuan Road","NanJing","Jiangsu",210000,"China","2021/08/31"
"Nanjing Pharmaceutical Factory",12,"","Chemical Vendors, Legacy Depositors","http://www.nanjing-pharma.com",741,"Nanjing Pharmaceutical Factory Co., Ltd.","Yunzhong Wu","158 Yudao Street","Nanjing","Jiangsu",210007,"China","2011/04/26"
"Nantong Baihua Bio-Pharmaceutical Co., Ltd",425,"","Chemical Vendors, Legacy Depositors","http://www.baihuapharm.com","Nantong Baihua Bio-Pharmaceutical Co., Ltd","Baihua Bio-Pharmaceutical Co.,Ltd.","Corey Sun","Room 510, No. 52, Zhongyang Road, Economic&Technological Development Area, Nantong, Jiangsu, P.R.Chi","Nantong","Jiangsu",226009,"China","2012/11/28"
"National Center for Advancing Translational Sciences (NCATS)",363201,75,"Governmental Organizations, NIH Initiatives","https://ncats.nih.gov/etb","NCGC","NIH/National Center for Advancing Translational Sciences (NCATS)","Min Shen","9800 Medical Center Drive","Rockville","MD",20850,"United States","2021/08/17"
"Nature Chemical Biology",14552,5,"Journal Publishers","https://www.nature.com/nchembio/","Nature Chemical Biology","Nature Publishing Group","Georgia Tsoukala","4 Crinan Street","London","England","N1 9XW","United Kingdom","2022/01/19"
"Nature Chemistry",21342,28,"Journal Publishers","https://www.nature.com/nchem/","Nature Chemistry","Springer Nature","Georgia Tsoukala","The Macmillan Building, 4 Crinan Street","London","N19XW","N19XW","United Kingdom","2022/01/31"
"Nature Communications",1630,"","Journal Publishers","https://www.nature.com/ncomms/","Nature Communications","Nature Publishing Group","Georgia Tsoukala","4, Crinan Street","London","London","N1 9XW","United Kingdom","2014/12/11"
"Nature Science Technologies Ltd",105,"","Chemical Vendors","https://nstchemicals.com/",25153,"Nature Science Technologies Ltd","Uldis Peipins","Rupnicu 4","Olaine","Olaine","LV-2114","Latvia","2022/01/17"
"Nature Synthesis",657,"","Journal Publishers","https://www.nature.com/natsynth/",24985,"Springer Nature","Georgia Tsoukala","The Macmillan Building, 4 Crinan Street","London","","","United Kingdom","2022/01/26"
"NCBI ProbeDB",283,"","Governmental Organizations, Legacy Depositors","https://www.ncbi.nlm.nih.gov/probe","ProbeDB","National Center for Biotechnology Information, National Library of Medicine","Svetlana Iazvovskaia","45 Center Dr.","Bethesda","MD",20894,"United States","2007/11/02"
"NCBI Structure",394272,"","Governmental Organizations","https://www.ncbi.nlm.nih.gov/Structure/MMDB/mmdb.shtml","MMDB","National Center for Biotechnology Information, National Library of Medicine","Aron Marchler-Bauer","8600 Rockville Pike","Bethesda","MD",20894,"United States","2022/02/04"
"NEQUIM - Chemoinformatics Group",218,"","Curation Efforts, Research and Development","http://nequim.qui.ufmg.br/",22106,"UFMG, Chemistry Department","Julio Lopes","Av Antonio Carlos 6627","Belo Horizonte","Minas Gerais",31270-901,"Brazil","2018/09/25"
"NextBio",10186686,"","Legacy Depositors, Subscription Services","http://www.nextbio.com","NextBio","NextBio","Kevin Xiao","3 Results Way","Cupertino","CA",95014,"United States","2009/06/13"
"NextMove Biologics",8699,"","Research and Development","https://www.nextmovesoftware.com",23257,"NextMove Software","Noel O'Boyle","#23 Innovation Centre, Cambridge Sci Pk, Milton Rd","Cambridge","","CB4 0EY","United Kingdom","2018/11/16"
"NextMove Software",1695084,"","Curation Efforts, Research and Development","https://www.nextmovesoftware.com/",10590,"NextMove Software","Roger Sayle","NextMove Software Ltd, Innovation Centre Unit 23, Science Park, Milton Road","Cambridge","Cambridgeshire","CB4 0EY","United Kingdom","2017/11/17"
"Nextpeptide",12423,"","Chemical Vendors","http://www.nextpeptide.com",15591,"Nextpeptide Inc","Jeremy Tang","4028 Nan Huan Lu","Hangzhou","Zhejiang",310053,"China","2020/06/17"
"NIAID ChemDB",286886,"","Curation Efforts, Governmental Organizations, Research and Development","https://chemdb.niaid.nih.gov/","NIAID","National Institute of Allergy and Infectious Diseases, NIH","Mohamed Nasr","5601 Fishers Lane","Bethesda","MD",20892,"United States","2021/06/25"
"NIH Clinical Collection",868,"","Chemical Vendors, Legacy Depositors, NIH Initiatives","https://commonfund.nih.gov/molecularlibraries/tools","NIH Clinical Collection","Evotec","Tong Shi","385 Oyster Point Blvd. Suite 1","South San Francisco, CA","CA",94080,"United States","2016/03/10"
"NIH/NCATS RNAi",114898,"","NIH Initiatives","https://ncats.nih.gov/functional-genomics-lab",15316,"NIH/NCATS","Lu Chen","9800 Medical Center Drive","Rockville","MD",20850,"United States","2020/07/07"
"NINDS Approved Drug Screening Program",1040,"","Governmental Organizations, Legacy Depositors","https://www.ninds.nih.gov/","NINDS Approved Drug Screening Program","National Institute of Neurological Disorders and Stroke","Jill Heemskerk","6001 Executive Blvd MSC 9527","Bethesda","MD",20892,"United States","2006/03/07"
"NIST Chemistry WebBook",54175,"","Curation Efforts, Legacy Depositors, Research and Development","https://webbook.nist.gov/chemistry/","NIST Chemistry WebBook","Mass Spectrometry Data Center","Stephen Stein","National Institute of Standards and Technology","Gaithersburg","MD",20899,"United States","2006/05/04"
"NIST Mass Spectrometry Data Center",265960,"","Governmental Organizations","https://chemdata.nist.gov/","NIST","Mass Spectrometry Data Center","William Wallace","National Institute of Standards and Technology","Gaithersburg","MD",20899,"United States","2015/04/28"
"Nitric Oxide Research, National Cancer Institute (NCI)",8,"","Governmental Organizations, Legacy Depositors","https://star.ncifcrf.gov/nitricoxide/","Nitric Oxide Research, National Cancer Institute (NCI)","National Cancer Institute (NCI)","Larry Keefer","8560 Progress Drive","Frederick","MD",21702,"United States","2010/10/26"
"NKI-AvL",5,"","Research and Development","https://www.nki.nl/",11900,"Netherlands Cancer Institute","Koen van de Wetering","Plesmanlaan 121","Amsterdam","","1066 CX","Netherlands","2015/11/19"
"NMMLSC",6980,"","Legacy Depositors, NIH Initiatives","http://nmmlsc.health.unm.edu","NMMLSC","University of New Mexico","Cristian Bologa","2703 Frontier NE, MSC11 6145, ","Albuquerque","NM",87131,"United States","2012/10/08"
"NMR and Structure Analysis Research Group, Department of Organic and Macromolecular Chemistry, Ghent University",1,"","Research and Development","https://www.ugent.be/we/orgchem/nmr-structure-analysis/en",22058,"Ghent University","NIels Geudens","Krijgslaan 281","Gent","",9000,"Belgium","2018/05/29"
"NMRShiftDB",42687,"","Research and Development","https://nmrshiftdb.nmr.uni-koeln.de/","NMRShiftDB","Universitaet zu Koeln","Stefan Kuhn","Zuelpicher Str. 47","Koeln","Koeln",50674,"Germany","2014/08/05"
"NOF",84,"","Chemical Vendors","http://www.dds-drug.com/",23322,"NOF Europe GmbH","Daniel Zucker","Mainzer Landstr. 46","Frankfurt am Main","Hessen",60325,"Germany","2019/04/05"
"NORMAN Suspect List Exchange",116774,"","Research and Development","https://www.norman-network.com/nds/SLE/",23819,"NORMAN Network (c/o UniLu)","Emma Schymanski","6 avenue du Swing","Belvaux","",4367,"Luxembourg","2022/02/07"
"Norris Pharm",340132,"","Chemical Vendors","http://www.norris-pharm.com/",11777,"Norris-Pharm Technology Co., Ltd.","Claudia Cao","2 Qiande Road, Jiangning District, Nanjing, China","Nanjing","Jiangsu",211100,"China","2019/04/26"
"Novartis Institutes for BioMedical Research",4187,"","Research and Development","https://www.novartis.com/our-science/novartis-institutes-biomedical-research",10630,"NIBRI","Joseph Loureiro","250 Massachusetts Ave.,  6A-144","Cambridge","MA",02139,"United States","2020/07/31"
"NovoSeek",94514,"","Chemical Vendors, Legacy Depositors","http://www.novoseek.com","NovoSeek","Bioalma","Luis  Gomez","Ronda de Poniente 4, bajo-C","Tres Cantos","Madrid",28760,"Spain","2009/04/01"
"NTZ",1,"","Research and Development","http://ntzlab.com",15726,"NTZ Lab","N. Tzvetkov","Burbacher Str. 24","Bonn","",53129,"Germany","2017/08/21"
"Nuclear Receptor Signaling Atlas (NURSA)",1,"","Research and Development","https://signalingpathways.org/index.jsf",11778,"Baylor College of Medicine","Neil McKenna","One Baylor Plaza","Houston","TX",77030,"United States","2016/09/22"
"Nutritional Improvement of Crops, International Centre for Genetic Engineering and Biotechnology (ICGEB) - New Delhi",2,"","Research and Development","https://www.icgeb.org/nutritional-improvement-of-crops/",22075,"International Centre for Genetic Engineering and Biotechnology","Tanushri Kaul","Aruna Asaf Ali Marg","New Delhi","New Delhi",110067,"India","2019/03/15"
